age,marital,housing,loan,duration,campaign,pdays,previous,poutcome,y
35,married,yes,no,272,1,999,0,nonexistent,no
28,married,yes,no,236,2,999,0,nonexistent,no
29,single,no,no,79,2,999,0,nonexistent,no
37,married,no,no,23,2,999,0,nonexistent,no
56,divorced,yes,no,118,2,999,0,nonexistent,no
46,married,no,no,57,2,999,0,nonexistent,no
56,married,yes,yes,138,6,999,0,nonexistent,no
39,single,no,no,470,24,999,0,nonexistent,no
38,married,no,no,63,2,999,0,nonexistent,no
28,married,no,no,189,1,999,0,nonexistent,no
38,married,yes,no,182,2,999,0,nonexistent,no
44,married,no,no,190,1,999,0,nonexistent,no
32,single,yes,no,86,1,999,0,nonexistent,no
30,single,no,no,202,1,999,0,nonexistent,yes
38,married,no,no,407,2,999,0,nonexistent,no
31,married,yes,no,492,2,999,0,nonexistent,no
34,married,yes,no,107,1,999,1,failure,no
31,married,no,no,313,2,999,0,nonexistent,no
24,single,yes,yes,447,1,999,0,nonexistent,no
29,married,no,no,201,1,999,0,nonexistent,no
40,married,no,no,13,11,999,0,nonexistent,no
29,married,no,no,34,8,999,0,nonexistent,no
42,divorced,yes,no,20,11,999,0,nonexistent,no
31,single,no,no,386,1,999,0,nonexistent,no
54,married,no,no,225,2,999,0,nonexistent,no
40,divorced,yes,no,86,2,999,0,nonexistent,no
53,married,yes,no,545,24,999,0,nonexistent,no
52,married,yes,no,167,3,999,0,nonexistent,no
43,single,yes,no,43,1,999,0,nonexistent,no
21,single,yes,no,198,1,999,0,nonexistent,no
25,married,no,no,59,1,999,0,nonexistent,no
32,married,yes,no,108,3,999,0,nonexistent,no
36,divorced,no,no,531,2,999,0,nonexistent,no
31,married,yes,no,78,2,999,0,nonexistent,no
48,married,yes,no,9,1,999,0,nonexistent,no
29,single,yes,no,58,1,999,0,nonexistent,no
51,married,yes,no,57,2,999,0,nonexistent,no
41,divorced,yes,no,380,4,999,1,failure,no
30,single,yes,yes,90,5,999,0,nonexistent,no
39,married,yes,no,342,3,999,0,nonexistent,no
47,married,no,no,99,22,999,0,nonexistent,no
42,married,yes,no,337,2,999,0,nonexistent,no
42,married,no,no,1206,4,999,0,nonexistent,yes
57,married,no,no,430,3,999,0,nonexistent,no
40,married,yes,no,54,1,999,0,nonexistent,no
42,single,no,no,14,11,999,0,nonexistent,no
43,married,yes,no,251,3,999,0,nonexistent,no
50,divorced,no,yes,200,2,999,0,nonexistent,no
44,married,yes,no,89,1,999,0,nonexistent,no
46,divorced,no,no,159,2,999,1,failure,no
27,single,yes,no,43,8,999,0,nonexistent,no
51,married,yes,no,359,1,999,0,nonexistent,no
41,married,no,no,392,1,999,1,failure,no
33,married,yes,no,312,2,999,0,nonexistent,no
41,single,no,no,594,2,999,0,nonexistent,no
32,married,no,no,404,1,999,0,nonexistent,no
39,married,no,no,310,1,999,0,nonexistent,no
31,married,no,no,624,5,999,0,nonexistent,no
50,married,no,no,121,2,999,0,nonexistent,no
31,single,no,no,87,2,999,0,nonexistent,no
32,single,yes,no,253,1,999,0,nonexistent,yes
63,married,no,no,1386,1,999,0,nonexistent,no
44,married,yes,no,104,1,999,1,failure,no
58,married,no,no,127,1,999,1,failure,no
39,single,yes,no,215,3,999,0,nonexistent,no
43,married,yes,no,124,1,999,1,failure,no
38,married,yes,no,353,1,999,0,nonexistent,no
54,married,no,no,84,5,999,0,nonexistent,no
32,married,no,yes,116,1,999,0,nonexistent,no
36,married,no,no,179,1,999,0,nonexistent,no
45,divorced,yes,no,193,1,999,0,nonexistent,no
32,single,yes,no,307,3,999,0,nonexistent,no
32,married,no,no,342,3,999,0,nonexistent,no
30,married,no,yes,206,1,999,0,nonexistent,no
59,divorced,yes,no,87,2,999,0,nonexistent,no
36,married,no,no,114,1,999,0,nonexistent,no
37,single,no,no,137,1,999,0,nonexistent,yes
49,married,yes,no,668,1,999,1,failure,yes
45,single,yes,no,156,1,999,0,nonexistent,no
30,single,yes,no,334,4,999,2,failure,yes
52,married,yes,yes,241,2,999,0,nonexistent,no
36,married,yes,no,105,10,999,0,nonexistent,no
35,single,yes,no,81,1,999,0,nonexistent,no
42,married,no,no,85,1,999,0,nonexistent,no
36,single,yes,no,245,5,999,0,nonexistent,no
34,married,no,yes,137,1,999,1,failure,no
31,single,yes,no,456,2,999,0,nonexistent,no
37,single,no,no,211,2,999,0,nonexistent,no
35,married,no,no,270,2,999,0,nonexistent,no
29,married,no,no,836,3,999,0,nonexistent,yes
41,married,no,no,529,2,999,0,nonexistent,no
30,married,yes,no,532,1,999,0,nonexistent,no
28,single,yes,no,219,3,999,0,nonexistent,no
37,divorced,no,yes,95,3,999,0,nonexistent,no
28,single,yes,no,106,4,999,0,nonexistent,no
41,married,unknown,unknown,369,1,999,0,nonexistent,no
51,divorced,yes,no,295,1,999,1,failure,no
57,divorced,yes,yes,114,2,999,0,nonexistent,no
42,married,no,no,271,4,999,0,nonexistent,no
77,married,no,no,144,8,999,2,failure,no
37,married,yes,no,183,1,999,0,nonexistent,no
36,married,no,no,161,3,999,0,nonexistent,no
32,single,no,no,87,1,999,0,nonexistent,yes
33,married,yes,no,232,2,999,0,nonexistent,no
35,single,yes,yes,100,3,999,0,nonexistent,no
28,single,yes,no,354,8,999,0,nonexistent,no
50,married,yes,no,80,1,999,0,nonexistent,no
30,married,no,no,121,1,999,0,nonexistent,no
33,married,yes,no,117,2,999,0,nonexistent,no
37,single,yes,no,326,5,999,2,failure,yes
42,married,no,no,124,2,999,1,failure,no
40,married,no,no,168,1,999,0,nonexistent,no
43,married,no,no,518,3,999,0,nonexistent,no
45,married,no,yes,301,1,999,0,nonexistent,no
52,divorced,yes,no,710,1,999,0,nonexistent,yes
52,divorced,yes,no,292,8,999,0,nonexistent,no
50,single,yes,no,180,1,999,0,nonexistent,no
32,divorced,no,no,744,2,999,0,nonexistent,no
42,married,yes,no,170,19,999,0,nonexistent,no
54,single,yes,no,159,1,999,0,nonexistent,no
33,married,no,no,593,1,999,0,nonexistent,yes
54,divorced,no,no,268,1,999,1,failure,no
61,married,yes,yes,261,4,999,0,nonexistent,yes
43,divorced,yes,no,94,5,999,0,nonexistent,no
44,married,yes,yes,218,1,999,0,nonexistent,no
53,married,yes,no,134,1,999,0,nonexistent,no
24,single,unknown,unknown,311,2,999,0,nonexistent,yes
50,married,no,no,251,2,999,0,nonexistent,no
30,married,yes,no,179,1,999,0,nonexistent,yes
34,married,yes,yes,94,1,999,0,nonexistent,no
45,married,yes,no,671,2,999,0,nonexistent,yes
43,single,no,no,385,1,999,0,nonexistent,no
58,married,no,no,38,1,999,0,nonexistent,no
45,married,yes,no,72,4,999,0,nonexistent,no
43,married,no,yes,589,1,999,0,nonexistent,no
30,married,yes,yes,111,1,999,0,nonexistent,yes
42,single,yes,no,105,1,999,0,nonexistent,yes
31,single,yes,no,259,4,999,0,nonexistent,no
36,married,yes,no,197,2,999,0,nonexistent,no
55,divorced,yes,no,404,2,999,0,nonexistent,no
32,single,yes,no,88,4,999,0,nonexistent,no
57,married,yes,no,128,1,999,0,nonexistent,no
28,married,no,no,774,2,999,0,nonexistent,no
24,married,yes,no,170,2,999,0,nonexistent,no
43,married,yes,no,380,1,999,0,nonexistent,no
61,married,yes,no,300,1,21,5,failure,yes
46,divorced,yes,no,240,2,999,0,nonexistent,no
27,single,no,no,448,5,999,0,nonexistent,yes
43,married,unknown,unknown,54,4,999,0,nonexistent,no
38,married,no,no,95,2,999,0,nonexistent,no
47,single,no,no,61,1,999,0,nonexistent,no
38,married,yes,no,274,6,999,0,nonexistent,no
48,married,yes,yes,501,4,999,0,nonexistent,no
31,single,unknown,unknown,105,1,999,0,nonexistent,no
30,married,yes,no,383,3,999,0,nonexistent,no
50,divorced,yes,no,21,11,999,0,nonexistent,no
58,married,yes,no,166,3,999,0,nonexistent,no
47,married,no,no,550,3,999,0,nonexistent,no
34,married,no,no,144,4,999,0,nonexistent,no
36,married,yes,no,559,1,999,0,nonexistent,no
43,married,yes,no,90,2,999,0,nonexistent,no
28,married,no,no,442,1,999,0,nonexistent,no
20,single,no,no,598,3,999,0,nonexistent,no
35,married,no,no,194,1,999,0,nonexistent,no
30,divorced,no,yes,149,1,999,1,failure,no
82,married,no,no,81,3,3,4,success,no
53,divorced,yes,yes,172,2,999,0,nonexistent,no
30,married,yes,yes,182,1,999,0,nonexistent,no
43,married,yes,no,101,6,999,0,nonexistent,no
32,married,unknown,unknown,164,3,999,0,nonexistent,no
31,single,no,no,406,4,999,0,nonexistent,yes
36,married,no,yes,305,1,999,0,nonexistent,no
57,married,no,no,38,15,999,0,nonexistent,no
35,married,yes,no,155,1,999,0,nonexistent,no
34,single,no,no,180,2,999,0,nonexistent,yes
42,married,no,no,133,2,999,0,nonexistent,yes
43,married,no,no,119,2,999,0,nonexistent,no
24,married,yes,no,342,4,999,0,nonexistent,no
38,married,no,no,461,2,999,0,nonexistent,no
29,single,no,no,1143,4,999,0,nonexistent,no
48,married,unknown,unknown,373,1,999,0,nonexistent,no
34,married,yes,yes,899,3,999,0,nonexistent,no
33,married,yes,no,125,2,999,0,nonexistent,no
53,divorced,no,no,193,1,999,0,nonexistent,no
27,single,yes,no,55,1,999,0,nonexistent,no
24,married,yes,yes,89,2,3,1,success,yes
46,divorced,no,no,862,2,999,0,nonexistent,no
31,single,no,no,163,2,999,1,failure,no
36,married,yes,no,165,3,999,0,nonexistent,no
41,married,no,no,259,2,999,0,nonexistent,no
53,married,yes,no,228,4,999,0,nonexistent,no
32,divorced,yes,no,104,1,999,0,nonexistent,no
31,divorced,no,no,246,1,999,0,nonexistent,no
31,single,yes,no,273,2,999,0,nonexistent,no
26,single,yes,no,189,2,999,1,failure,no
40,married,yes,yes,117,1,999,0,nonexistent,no
38,divorced,yes,no,122,3,999,0,nonexistent,no
37,married,yes,no,84,1,999,1,failure,no
39,married,no,no,47,1,999,0,nonexistent,no
31,single,no,no,90,1,999,0,nonexistent,no
41,married,yes,yes,21,8,999,0,nonexistent,no
33,single,no,yes,16,13,999,0,nonexistent,no
47,married,no,no,33,6,999,0,nonexistent,no
52,married,yes,no,64,1,999,0,nonexistent,no
43,single,yes,no,209,2,999,0,nonexistent,no
53,married,yes,no,23,5,999,0,nonexistent,no
60,divorced,yes,no,600,1,999,0,nonexistent,yes
34,married,no,no,96,2,999,0,nonexistent,no
24,single,no,no,250,1,999,0,nonexistent,no
58,single,no,yes,49,1,999,0,nonexistent,no
35,single,yes,no,93,1,999,0,nonexistent,no
39,married,yes,no,368,1,999,0,nonexistent,no
71,married,no,no,323,1,999,0,nonexistent,yes
58,married,yes,no,108,12,999,0,nonexistent,no
38,divorced,no,no,225,3,999,0,nonexistent,no
36,married,no,no,164,2,999,0,nonexistent,no
30,single,no,yes,106,3,999,0,nonexistent,no
56,married,yes,yes,65,4,999,0,nonexistent,no
41,married,no,no,677,1,999,0,nonexistent,no
34,married,no,no,210,1,999,0,nonexistent,no
26,married,no,no,77,2,999,0,nonexistent,no
36,divorced,no,no,36,2,999,0,nonexistent,no
42,married,no,no,277,3,999,0,nonexistent,no
41,divorced,no,no,753,1,999,0,nonexistent,no
50,married,no,no,123,2,15,1,success,no
49,married,no,no,296,3,999,0,nonexistent,no
42,divorced,yes,no,201,5,999,0,nonexistent,no
26,single,no,no,161,1,3,1,success,no
44,married,no,no,119,1,999,0,nonexistent,no
37,married,yes,no,121,2,999,0,nonexistent,no
52,divorced,no,yes,639,2,999,0,nonexistent,yes
33,married,yes,no,820,4,999,0,nonexistent,yes
44,married,no,no,202,2,999,0,nonexistent,no
35,married,no,no,46,6,999,0,nonexistent,no
40,single,no,no,430,2,999,1,failure,no
35,divorced,no,no,175,4,999,0,nonexistent,no
32,married,yes,no,71,2,999,0,nonexistent,no
55,single,yes,no,342,1,999,0,nonexistent,no
51,married,yes,no,50,1,999,0,nonexistent,no
34,divorced,unknown,unknown,532,2,999,0,nonexistent,no
32,married,yes,yes,102,4,999,2,failure,no
35,single,yes,yes,200,4,999,1,failure,no
36,married,yes,no,180,2,999,2,failure,no
44,married,no,no,14,3,999,0,nonexistent,no
38,married,yes,no,135,3,999,0,nonexistent,no
25,single,yes,no,109,5,999,0,nonexistent,no
29,single,yes,no,32,2,999,1,failure,no
49,married,yes,no,228,1,999,0,nonexistent,no
51,married,yes,no,234,2,999,0,nonexistent,no
58,married,yes,no,328,2,999,0,nonexistent,no
32,single,no,no,696,1,999,0,nonexistent,no
51,divorced,yes,no,72,18,999,0,nonexistent,no
25,divorced,yes,no,601,1,999,0,nonexistent,no
41,married,yes,no,23,1,999,0,nonexistent,no
55,married,yes,no,45,2,999,1,failure,no
33,married,yes,yes,207,2,999,0,nonexistent,no
52,divorced,yes,yes,99,1,999,0,nonexistent,no
54,married,no,yes,313,1,999,0,nonexistent,no
40,divorced,no,no,88,3,999,0,nonexistent,no
30,single,no,no,48,3,999,0,nonexistent,no
26,single,yes,no,538,1,999,0,nonexistent,no
38,divorced,yes,no,39,4,999,0,nonexistent,no
25,married,yes,no,109,1,999,0,nonexistent,no
56,married,no,no,754,3,999,0,nonexistent,no
25,single,yes,yes,243,2,999,0,nonexistent,no
30,married,no,no,153,2,999,0,nonexistent,no
41,single,yes,no,57,5,999,0,nonexistent,no
34,married,no,no,798,2,999,0,nonexistent,no
38,married,yes,no,21,3,999,0,nonexistent,no
36,married,yes,yes,183,1,999,1,failure,no
47,single,yes,no,108,2,999,0,nonexistent,no
34,married,yes,no,401,2,999,0,nonexistent,no
52,married,no,no,80,3,999,0,nonexistent,no
44,single,yes,no,95,3,999,0,nonexistent,no
41,married,no,no,54,1,999,0,nonexistent,no
46,married,yes,no,375,2,999,0,nonexistent,no
42,divorced,yes,no,215,2,999,0,nonexistent,no
34,married,no,yes,15,11,999,0,nonexistent,no
49,married,yes,no,790,1,999,0,nonexistent,no
73,married,no,no,348,1,999,0,nonexistent,yes
39,married,yes,no,73,1,999,0,nonexistent,no
24,single,yes,no,127,5,999,0,nonexistent,no
56,married,yes,no,373,1,999,0,nonexistent,no
31,single,no,yes,212,2,3,6,success,no
40,married,yes,no,71,2,999,0,nonexistent,no
64,married,no,no,208,1,999,0,nonexistent,no
24,married,no,no,240,10,999,0,nonexistent,no
24,single,yes,no,74,1,999,0,nonexistent,no
40,married,unknown,unknown,65,6,999,0,nonexistent,no
57,married,no,no,136,6,999,0,nonexistent,no
47,divorced,no,no,149,1,999,0,nonexistent,no
56,single,no,yes,158,1,999,1,failure,no
31,single,no,no,220,1,999,0,nonexistent,no
73,married,yes,no,158,2,999,0,nonexistent,no
37,married,yes,no,214,1,999,0,nonexistent,no
45,divorced,no,no,179,4,999,0,nonexistent,no
45,single,yes,no,189,5,999,0,nonexistent,no
45,married,no,no,254,2,999,0,nonexistent,no
43,single,yes,no,70,3,999,0,nonexistent,no
32,married,no,no,100,1,999,0,nonexistent,no
59,married,yes,no,263,4,999,0,nonexistent,no
30,single,yes,no,111,2,999,0,nonexistent,no
34,single,no,yes,123,3,999,0,nonexistent,no
25,single,no,no,59,1,999,0,nonexistent,no
47,married,no,no,177,1,999,0,nonexistent,no
30,married,unknown,unknown,344,1,999,0,nonexistent,no
31,single,no,no,164,6,999,0,nonexistent,no
28,single,yes,no,331,2,999,0,nonexistent,no
39,married,yes,no,536,7,999,0,nonexistent,no
32,single,yes,no,121,3,999,0,nonexistent,no
57,divorced,unknown,unknown,162,1,999,0,nonexistent,no
34,married,yes,no,577,1,999,0,nonexistent,no
56,divorced,no,no,384,3,999,0,nonexistent,no
35,married,yes,yes,136,1,999,0,nonexistent,no
53,married,yes,no,693,6,999,0,nonexistent,no
27,single,yes,no,193,1,999,1,failure,no
33,married,yes,no,110,1,999,0,nonexistent,no
46,married,yes,no,125,3,999,1,failure,no
30,single,yes,no,213,2,999,1,failure,no
29,single,no,no,169,2,999,0,nonexistent,no
32,married,no,no,248,3,999,0,nonexistent,no
37,married,yes,no,163,1,999,1,failure,no
38,married,yes,no,376,1,999,0,nonexistent,no
45,married,yes,no,88,5,999,0,nonexistent,no
49,married,yes,no,197,1,999,0,nonexistent,no
30,married,no,no,66,2,999,0,nonexistent,no
28,divorced,yes,yes,214,1,999,0,nonexistent,no
28,married,yes,no,772,1,999,0,nonexistent,no
39,married,yes,no,167,2,999,0,nonexistent,no
57,married,no,no,43,2,999,0,nonexistent,no
41,single,no,yes,36,6,999,0,nonexistent,no
76,married,no,no,61,1,999,1,failure,no
44,married,no,no,164,1,999,0,nonexistent,no
27,divorced,no,no,9,1,999,0,nonexistent,no
33,single,yes,no,466,2,999,0,nonexistent,no
54,divorced,yes,no,584,2,999,0,nonexistent,no
61,married,yes,yes,374,1,999,0,nonexistent,yes
41,married,no,no,142,3,999,0,nonexistent,no
29,single,yes,no,714,1,999,0,nonexistent,no
59,divorced,yes,no,124,1,999,0,nonexistent,no
30,married,yes,no,80,1,999,0,nonexistent,no
27,single,no,no,93,2,999,0,nonexistent,no
28,married,yes,no,643,2,999,0,nonexistent,no
33,married,yes,no,335,2,999,0,nonexistent,no
32,married,no,no,104,1,999,1,failure,no
52,divorced,yes,no,127,2,999,0,nonexistent,no
77,married,yes,no,165,7,999,0,nonexistent,yes
35,married,yes,no,121,1,999,0,nonexistent,no
24,single,yes,no,154,2,999,0,nonexistent,no
35,married,no,no,127,5,999,0,nonexistent,no
45,single,no,no,192,6,999,0,nonexistent,no
50,married,no,no,93,1,999,0,nonexistent,no
33,married,no,no,296,1,999,0,nonexistent,no
37,divorced,no,no,125,3,999,0,nonexistent,no
34,single,no,no,234,1,999,0,nonexistent,no
54,married,no,no,196,2,999,0,nonexistent,no
45,married,no,no,65,2,999,0,nonexistent,no
50,single,yes,yes,78,1,999,0,nonexistent,no
37,single,no,no,71,15,999,0,nonexistent,no
29,married,yes,no,120,1,999,0,nonexistent,no
40,married,yes,no,195,1,999,0,nonexistent,no
76,married,yes,no,550,1,999,0,nonexistent,yes
46,divorced,yes,no,387,5,999,0,nonexistent,no
44,divorced,yes,no,16,3,999,1,failure,no
34,married,yes,no,75,5,999,0,nonexistent,no
57,divorced,yes,no,754,1,999,0,nonexistent,no
31,married,no,no,110,1,999,0,nonexistent,no
41,married,yes,yes,895,4,999,0,nonexistent,yes
42,divorced,no,no,104,1,999,0,nonexistent,no
47,married,no,no,882,1,999,0,nonexistent,yes
55,married,no,no,113,1,999,1,failure,no
55,married,yes,yes,117,3,999,0,nonexistent,no
33,single,no,no,284,4,999,0,nonexistent,no
58,married,yes,no,179,2,999,0,nonexistent,no
40,divorced,no,no,154,1,999,0,nonexistent,no
35,married,yes,no,84,1,999,0,nonexistent,no
84,divorced,no,no,220,2,999,2,failure,no
34,married,no,no,70,1,999,1,failure,no
33,married,yes,no,125,3,999,0,nonexistent,no
35,single,yes,no,447,3,999,0,nonexistent,no
29,married,no,no,189,3,999,0,nonexistent,no
37,single,yes,no,42,1,999,1,failure,no
52,married,yes,no,113,4,999,0,nonexistent,no
27,single,yes,no,490,5,999,0,nonexistent,no
27,single,yes,yes,154,1,999,1,failure,no
30,single,yes,yes,224,1,999,0,nonexistent,no
28,single,no,no,215,1,999,0,nonexistent,no
33,single,yes,yes,64,1,999,0,nonexistent,no
53,married,no,no,304,1,999,0,nonexistent,no
35,single,no,yes,448,2,999,0,nonexistent,no
27,single,no,yes,869,2,999,0,nonexistent,no
36,married,no,no,314,3,999,0,nonexistent,no
32,single,yes,no,606,3,999,0,nonexistent,yes
35,single,yes,no,15,11,999,0,nonexistent,no
36,married,yes,yes,273,1,999,0,nonexistent,no
39,married,yes,no,110,3,999,1,failure,no
32,single,no,no,123,3,999,0,nonexistent,no
32,single,no,no,154,1,999,0,nonexistent,no
36,single,no,no,396,2,999,0,nonexistent,no
28,married,yes,no,61,6,999,0,nonexistent,no
41,single,yes,no,142,1,4,2,success,yes
38,divorced,yes,no,293,3,999,0,nonexistent,no
34,married,yes,yes,675,3,999,0,nonexistent,no
31,single,no,no,85,1,999,0,nonexistent,no
54,divorced,yes,no,193,2,999,0,nonexistent,no
37,married,no,yes,125,4,999,0,nonexistent,no
50,married,yes,yes,137,1,999,0,nonexistent,no
42,married,no,no,166,2,999,1,failure,no
43,married,yes,no,156,3,999,0,nonexistent,no
55,divorced,yes,yes,68,1,999,0,nonexistent,no
31,married,yes,no,183,5,999,0,nonexistent,no
26,single,no,no,42,4,999,0,nonexistent,no
38,married,yes,no,63,2,999,0,nonexistent,no
48,married,no,no,146,2,999,2,failure,no
39,married,yes,no,30,8,999,0,nonexistent,no
31,single,yes,yes,1081,2,999,0,nonexistent,yes
42,single,yes,yes,200,1,999,0,nonexistent,no
51,married,no,no,152,2,999,0,nonexistent,no
54,married,no,no,293,3,7,2,failure,yes
37,single,yes,no,749,2,999,0,nonexistent,no
34,single,yes,no,36,1,999,1,failure,no
40,married,yes,no,144,1,999,1,failure,yes
38,single,no,yes,248,1,3,4,success,yes
27,married,yes,no,172,3,999,0,nonexistent,no
28,single,yes,no,138,2,999,0,nonexistent,no
57,married,no,yes,471,2,999,0,nonexistent,yes
39,married,yes,yes,197,4,999,0,nonexistent,no
48,married,yes,no,189,2,999,0,nonexistent,no
29,married,no,yes,586,3,999,0,nonexistent,no
33,single,yes,no,337,1,999,1,failure,no
24,single,yes,no,242,1,999,0,nonexistent,no
35,married,yes,no,228,3,999,0,nonexistent,no
39,married,no,yes,434,2,999,1,failure,yes
72,married,no,no,60,1,999,0,nonexistent,no
51,married,yes,no,99,3,999,0,nonexistent,no
31,single,yes,no,157,1,999,1,failure,no
48,married,yes,no,159,2,999,0,nonexistent,no
32,single,yes,no,117,1,999,0,nonexistent,no
32,single,no,yes,174,1,999,0,nonexistent,no
26,single,yes,no,139,4,999,0,nonexistent,no
25,single,no,yes,150,2,999,0,nonexistent,no
30,divorced,yes,no,422,1,999,1,failure,no
57,married,yes,no,56,2,999,1,failure,no
40,married,yes,no,113,1,999,0,nonexistent,no
41,married,no,no,69,3,999,0,nonexistent,no
32,married,no,no,189,2,999,0,nonexistent,no
42,married,yes,yes,250,4,4,2,success,yes
50,married,yes,no,686,1,999,0,nonexistent,no
38,single,no,no,154,3,17,3,failure,no
34,married,no,yes,811,1,999,0,nonexistent,no
39,divorced,no,no,858,6,999,0,nonexistent,no
26,single,no,no,517,2,999,0,nonexistent,no
36,married,no,no,98,3,999,0,nonexistent,no
38,divorced,no,no,503,1,999,0,nonexistent,no
35,single,no,no,515,5,999,0,nonexistent,no
36,married,yes,no,124,2,999,0,nonexistent,no
31,single,yes,no,118,1,999,0,nonexistent,no
60,married,no,no,222,3,999,0,nonexistent,no
23,married,no,yes,266,3,999,0,nonexistent,no
34,single,no,no,151,1,999,0,nonexistent,no
21,single,no,no,288,5,999,0,nonexistent,yes
43,married,no,no,240,1,999,0,nonexistent,no
24,single,no,no,452,1,14,1,success,yes
33,married,no,no,102,1,999,0,nonexistent,no
32,married,yes,no,78,1,999,1,failure,no
51,divorced,yes,no,120,2,999,1,failure,no
37,single,yes,no,101,2,999,0,nonexistent,no
52,married,yes,no,556,2,999,0,nonexistent,yes
52,single,yes,no,472,2,999,0,nonexistent,no
55,married,yes,no,285,2,999,0,nonexistent,no
48,married,yes,yes,154,5,999,0,nonexistent,no
27,single,yes,no,390,2,999,0,nonexistent,no
34,single,yes,no,186,1,999,0,nonexistent,no
34,married,no,yes,431,1,999,0,nonexistent,no
48,married,no,no,233,1,999,0,nonexistent,no
31,married,yes,no,305,2,999,0,nonexistent,no
36,married,no,no,53,3,999,0,nonexistent,no
56,married,no,no,76,1,999,0,nonexistent,no
37,married,no,no,97,2,999,0,nonexistent,no
30,single,yes,no,152,2,999,0,nonexistent,yes
60,married,no,no,403,6,999,0,nonexistent,no
41,married,no,yes,327,2,999,0,nonexistent,no
32,single,yes,no,156,2,999,0,nonexistent,no
51,married,yes,no,121,1,999,0,nonexistent,no
36,divorced,no,no,68,1,999,0,nonexistent,no
40,married,no,no,43,5,999,0,nonexistent,no
33,married,no,yes,46,1,999,0,nonexistent,no
29,single,yes,no,130,2,999,0,nonexistent,no
34,married,yes,no,10,3,999,0,nonexistent,no
36,single,no,no,201,2,999,0,nonexistent,no
47,married,no,no,384,5,999,0,nonexistent,no
54,married,no,no,238,1,999,0,nonexistent,no
28,single,no,yes,74,2,999,0,nonexistent,no
47,married,no,no,376,2,999,0,nonexistent,no
47,divorced,no,no,357,1,999,0,nonexistent,no
45,married,no,no,138,2,999,0,nonexistent,no
43,divorced,yes,yes,41,2,999,0,nonexistent,no
31,single,no,yes,186,1,999,0,nonexistent,no
45,married,yes,yes,211,2,999,0,nonexistent,no
39,married,yes,yes,200,1,999,0,nonexistent,no
36,married,no,no,86,1,999,0,nonexistent,no
39,divorced,yes,no,188,1,999,0,nonexistent,no
41,married,yes,no,12,5,999,0,nonexistent,no
27,single,no,no,101,14,999,0,nonexistent,no
35,single,no,no,622,1,6,1,success,no
44,married,no,yes,96,1,999,0,nonexistent,no
34,married,yes,yes,97,1,999,1,failure,no
35,married,yes,no,295,2,999,0,nonexistent,no
41,divorced,no,no,911,2,999,0,nonexistent,yes
38,single,yes,no,132,1,999,0,nonexistent,no
51,married,yes,no,278,2,999,0,nonexistent,no
32,married,no,no,259,2,999,0,nonexistent,no
53,married,yes,no,131,3,999,0,nonexistent,no
82,divorced,yes,no,143,2,999,1,failure,yes
63,married,yes,no,131,4,999,2,failure,yes
44,married,yes,no,162,2,999,0,nonexistent,no
50,married,yes,yes,111,1,999,0,nonexistent,no
76,single,no,no,347,4,6,1,success,yes
26,single,yes,no,1003,3,999,0,nonexistent,yes
58,married,no,no,107,4,999,0,nonexistent,no
25,single,no,no,72,2,999,1,failure,no
40,married,no,no,227,1,999,0,nonexistent,no
38,married,unknown,unknown,162,2,999,0,nonexistent,no
45,married,no,no,313,7,999,0,nonexistent,no
37,single,yes,no,189,1,999,0,nonexistent,no
36,single,no,no,211,2,999,0,nonexistent,no
32,married,no,yes,301,3,999,0,nonexistent,no
39,single,yes,no,452,1,999,0,nonexistent,no
64,married,no,no,157,4,999,0,nonexistent,yes
47,married,yes,no,88,1,999,1,failure,no
32,divorced,yes,no,1080,3,999,0,nonexistent,yes
28,single,no,no,56,2,999,0,nonexistent,no
46,married,yes,no,398,3,999,0,nonexistent,no
30,married,yes,no,765,3,999,0,nonexistent,no
49,married,no,no,157,2,999,0,nonexistent,no
54,divorced,yes,no,74,1,999,0,nonexistent,no
43,married,yes,no,264,1,999,0,nonexistent,no
37,single,yes,no,133,1,999,0,nonexistent,no
28,married,no,no,151,1,999,0,nonexistent,no
41,married,yes,yes,174,2,999,0,nonexistent,no
48,divorced,yes,yes,86,7,999,0,nonexistent,no
38,married,yes,no,848,1,999,0,nonexistent,yes
54,married,no,no,252,2,999,0,nonexistent,no
31,single,yes,no,953,1,999,0,nonexistent,no
46,married,yes,yes,328,3,999,0,nonexistent,no
30,married,yes,no,143,1,999,0,nonexistent,no
39,married,no,no,257,2,999,0,nonexistent,no
42,married,yes,no,191,1,999,0,nonexistent,no
49,married,yes,no,487,5,999,0,nonexistent,no
50,married,yes,no,215,3,999,0,nonexistent,no
40,married,yes,no,182,5,999,0,nonexistent,no
39,divorced,yes,no,187,1,999,0,nonexistent,no
30,married,no,no,227,1,999,0,nonexistent,no
43,married,no,no,81,1,999,0,nonexistent,no
24,single,yes,no,88,1,999,0,nonexistent,no
41,married,no,no,139,1,999,0,nonexistent,no
39,married,no,yes,530,1,999,1,failure,no
58,married,yes,yes,414,2,999,0,nonexistent,yes
42,married,yes,no,152,1,999,1,failure,no
35,married,no,no,147,4,999,0,nonexistent,no
26,single,yes,yes,306,1,999,0,nonexistent,no
54,married,yes,no,230,1,999,0,nonexistent,no
29,married,no,no,179,1,999,1,failure,no
34,married,yes,no,333,2,999,0,nonexistent,no
